'	705
legal	795
libya	488
light	438
line	255
long-time	364
louis	852
mainly	476
maltese	522
manuel	227
margin	206
massive	91
member	116
messaging	808
michel	52
migrant	478_518
military	626
militia	622
million	416_741
minister	14_211_225
more	219_383_632
mr.	133_408_819
msf	509
narrowest	205
national	780
nations	595
navy	514
necessary	142
new	18_275_663_726
news	10_524_865
newspaper	171
norbert	198
not	813
now	122
obstruct	33
of	47_61_109_117_138_185_264_268_288_302_318_353_362_417_458_487_504_537_542_547_584_602_614_618_636_672_715_776
off	484
offensive	627
official	497_642
on	28
only	435_755
option	862
organ	733
other	115
out	60_577
outcome	184
outrage	175
outsider	279
over	786
oversight	432
pact	152
part	671
party	124_196_267_291
past	441_491
patient	723
payment	413_421
peace	566
people	585_742
pig	676_692
pmdb	119
police	764
political	151
politician	80_110
politics	258
president	50_139_276_365_587
presidential	188_249
prime	224
probe	69
procedure	727
proceed	817
prosecute	771
prosecutor	798
provision	601
qatar	533
reach	156
rebecca	685
receive	410
recent	314
recently	384
recognise	299
reform	459
reject	238
relief	181_234
remain	426
report	72_246_687
rescue	480_520
resignation	361
rest	629
restore	463
rise	312
romero	41_82
rousseff	140
safe	603
saudi	535
say	55_135_213_230_294_392_472_498_553_574_643_657_797_831_853
scandal	99_356
scheme	104
science	682
scientist	656_700
secretary-general	343_389
see	236_698
self-styled	570
sepp	367
series	457
serious	558
serve	385
service	809
sexual	787
she	849_854_861
ship	500
shock	352_856
shortage	736
sleep	836
south	766
staff	349
start	624
state	572
staunch	144
step	21
stop	158
strength	301
support	66_307
suspend	785
syrian	527
take	59
tape	29
tatous	548
team	796
tell	800
temer	53
than	633
that	149_357_711_810
the	8_34_48_90_97_118_121_129_136_145_164_183_193_204_208_222_248_261_265_269_274_289_300_309_321_327_347_351_354_360_420_440_449_469_485_490_505_512_526_545_554_569_578_593_599_610_673_691_703_708_713_716_725_730_772_777_791_803_823
there	753_811
these	689
they	161_499_658_668_721_801
thin	709
thing	159
those	503
thousand	617
tissue	735
to	32_88_143_154_157_235_285_298_415_424_437_454_462_605_608_628_697_739_747_770_816_835
town	774
transplant	670_720_757
trap	649
treatment	664
trigger	174
troops	620
turkey	531
twenty-four	492
twenty-one-year-old	827
two	634
u.n.	641
uncovered	396
understand	423
united	594
unseaworthy	482
up	738_806
urgent	600
use	284_702
valls	228
via	802
victim	793
vienna	242
waive	848
waters.bbc	523
wave	541
we	680
weakness	263
what	804
where	160
which	105_192_581
who	283_830
with	7_77_326_400
work	501
world	333
would	86_833_859
year	315_635_762
