'	368
send	527
series	803
serra	561
settle	358
she	24_42_165_176_224_276_284_286_303_323_334_346_800_816_821_844_850_860_863_866_870
should	347_356_363
show	807_841
siberian	912
sibiricum	906
since	778
sink	85_92
skull	930
so-called	722
some	375
sometimes	908
southeast	472
speak	237
split	693
spokesman	402
spreading	581
stand	704
state	190_399_715_928
states	372
still	703
strike	490
struggle	867
such	731
support	825
suppose	337
suppport	104
supreme	653
suspend	167
take	414
tape	252_255
teacher	678
television	802
tell	350
than	921
that	23_100_175_306_341_642_661_758_881
the	1_29_32_48_52_58_62_66_79_83_90_101_105_139_142_145_152_160_178_188_195_199_208_251_308_366_370_377_398_404_457_462_471_476_479_482_505_516_524_541_564_576_579_588_595_625_651_681_696_700_755_762_774_779_782_790_804_811_823_834_838
there	450_495
they	96_115_126_129_623_759
think	345_436_883
this	234_359_408_772
those	254_738
thought	423
threaten	458
three	628
time	903
to	133_180_226_238_256_301_338_388_406_513_528_535_548_601_657_668_686_720_728_743_936
trade	552
travel	554
trump	204_229_242
try	225_300
turkey	387_452
twice	637
unharmed	522
unicorn	913
union	665_719_746_763
united	371
up	326
urge	546
us	380_466_488_652_714
use	486
very	259_439
victim	629
video	217
virus	580
vote	150
wages	768
want	742
way	367
we	444
wednesday	649
week	606
west	477
what	869
when	523_820
which	683_843
while	171_737
who	532_565_739
widely	797
will	25_162_645
willing	132
win	822
with	205_630_868_899
withdraw	102
work	766
worker	836
world	542
year	119_889_939
you	281_355_362
zaventem	643
