!	289
%	383
'	791
revenue	380
revitalize	32
rise	307_514
risk	713
royal	670_725
run	179
russia	49_591_651
russian	621_634
rusto	637
safety	678_702
san	329
savchenko	602
say	69_115_592_615_657_674_763
score	850_867
scutino	560
see	210_808_840
seek	581
senator	161
sentence	562_576
share	428
she	182_228_625_644
ship	547
should	659_681
silicon	341
sister	594_612
skipper	539
small	776
smoker	658
smoking	710_753_787
so	58_361_732
social	319_368
some	717
special	16
spending	493
spook	506
staffan	20
step	757
still	442
stimulate	481
stock	440_451
strike	124
structure	429
study	654
such	408_825
sue	5
supporter	227
survey	855
switch	665_750
syria	19_29_73
syrian	95_102_111
tackle	487
take	502_720
talk	37_60
tax	160
technology	190
ted	162
tell	138_226
term	769
than	813
that	394_616_730_781_797
the	8_12_26_46_59_70_84_110_139_149_159_168_189_215_218_234_259_296_313_318_367_391_403_419_446_456_465_468_472_488_496_516_521_527_530_538_543_575_593_611_629_633_669_677_692_712_724_749_801_806_857
themselves	809_841
they	356_701_714_739_845_865
this	265_272_287_817
those	143
thousand	743
to	30_50_308_322_352_372_418_431_436_463_485_501_563_580_582_608_649_662_666_684_705_719_746_773_786
tobacco	709_752
tough	241_247
towards	758
trend	818
trial	532
trigger	511
triple	294
trump	222
tumble	454
turn	579
twitter	349
ukraine	609
ukrainian	598_630
unclear	642
unfounded	789
united	13
unwelcome	513
up	722
urge	45
urgent	53
us	47_170
use	317_770
user	376_397
valley	342
value	517
very	736_775
via	388
virtual	410
volunteer	137
vote	500
we	89_284
weaken	214
weakening	489
week	339
well	509
western	590
what	256
when	869
which	430_553
while	441_833
who	144_164
why	643
will	285
win	233_277_286
with	7_280_302_344_355
withdraw	201
world	421_524_807
worry	251
worth	261_269_276
wounded	103
year	304_565_569
yen	519
yet	577
you	281
zukerburg	435
