'	563
largely	309
larger	768
last	279_588_760_777
latest	542
le	506
leader	504_529
leave	678_744
listen	539
live	206_494
loathe	325
long	292_837
lowen	273
lucy	429
maduro	785
main	20_33
mainly	793
major	450_698
majority	134
make	674_803
malcom	650
many	821_827
marine	505
mark	272
may	589_629_666
means	521
medeteranean	586
medicine	732
meerkat	878
military	128
minister	409_627
mismanagement	825
month	454_718
more	75_319_400_892
most	851
mount	471
mr.	177_202_239_511
mr.erdogan	352
mrs	665
must	232
nation	445
national	9
negotiate	692
neither	44
new	625_858
news	544_900
nice	397
nicolas	784
night	29
nor	47
not	474
now	257_897
of	2_18_24_67_74_83_97_99_135_160_196_224_235_264_277_295_375_435_443_459_554_677_782_864
official	763
oil	795
on	15_105_180_333_510_567_595_779_823
one	684
only	869
open	708
opponent	344
order	781
other	800
out	14_342_615
outside	839
over	725_759
pack	38_696
panel	550_599
paris	578
parliament	171
partner	699
patriot	422
peace	500
pen	507
pennsylvinia	208
people	40_78_100_153_403_594_722_757_791
phone	662
piatt	738
pin	370
pious	322
place	462
plane	574
plot	200
point	330
police	386
political	360
possible	643
powerful	852_893
presdient	304
president	85_113_783
previously	872
prime	626
proof	234
queue	838
radio	853
rally	354
recep	305
recorder	571
report	104_431_739
reservist	387_427
resign	514
response	148
review	856
say	125_169_228_274_481_516_558_608_630_646_668_764
sea	587
second	715
secretary	223
secular	298
secure	478
security	391_437
separate	693
several	253
severe	816
she	645_669
shelf	829
shop	727
should	172
show	233
side	66_108
sign	424_442
similar	95
singing	5
soldier	54_137_250
soon	641
south	875
speech	123
square	34
staple	806
start	621
state	225_458
states	183
still	611
street	17
strengthen	364
success	676
such	657
supermarket	828
support	23_82
supporter	118_317_356
survival	374
take	51
tayyip	306
telescope	854_879
than	76_401_894
that	43_126_517_527
the	8_16_19_25_32_64_90_106_117_127_130_133_136_140_152_158_164_170_181_186_199_217_221_229_262_265_275_278_283_289_293_302_346_373_379_393_407_433_444_464_467_502_520_541_546_549_552_559_568_573_585_598_619_679_701_704_714_748_773_780_804_811_841_848_865
there	834
theresa	628
they	45_84_480_709_765
this	175_366_489_688_717_770
those	161
thousand	1_77_98
three	449
time	716_771_891
tiny	862
to	149_184_248_388_414_423_513_522_533_540_579_613_673_686_691_720_723_726_786_802
too	531
trade	635_695
trauma	447
truck	394
try	612
turkey	287_296_358
turkish	188_230_270_376
turks	3_323
turn	13
turnbull	651
unadi	57
underline	282
union	681
united	182_638
universe	866
up	384_425
us	222
venezuela	705_754
venezuelan	805
vivid	441
voice	570
want	632
war	485
wave	7
way	685
we	70_269_482_493_497_734
weak	532
week	490_746
weekend	761
what	415_845
when	486_581
where	110_868
which	301_399_601_820_880
who	154_192_205_329
why	618
will	362_846_887
williamson	430
willing	420
with	39_139_143_637_697_711
within	286
word	560
world	543_702_849
write	488
wrongdoing	237
year	778
you	537
