'	829
the	16_19_23_102_121_135_151_155_187_214_228_233_237_274_289_299_319_325_330_347_352_363_370_393_397_417_422_428_435_447_450_470_490_494_518_528_533_540_569_574_577_597_619_626_636_646_666_672_687_715_740_745_759_764_791_807_810_813_822_826_833_840_881_889_894
there	404_609
they	334_340_350_358_379_414_563_640_878
this	46_203_388
those	617
though	328
thousand	799
three-day	27
tie	74
to	8_55_63_71_84_107_149_163_207_256_342_346_354_361_375_385_420_426_446_488_517_568_668_684_686_697_723_753_758_768_797_802_804_838_855_863_876_909
topple	421
tour	243
town	247
trade	306
trip	28_206
try	419_425
turkey	874
turkish	451_513
turn	254
two	77_300_460_529
umbrella	188
under	186
undermine	427
union	872
up	345
us	20_105_348_398_448
us-cuba	234_280
vision	88
visit	7_41_50_217_263_326
vote	765
voting	743
want	341_351_683
we	76_96_705
weapon	661
what	557
when	125_493
where	248_269
which	367_504_535
while	537
who	160_199_276_485_624_846_852
why	709
will	117_287_304
with	58_171_180_515
world	571_914
would	37_220_359
year	115_776_831
yesterday	679
you	565
