'	61
parliament	628_652_715
part	391
penultimate	906
people	37_149_187_199_211_359_760_875_922_942
phone	953
pinpoint	322
point	123
poland	912
police	783_799
politics	891
pope	870_900
post	840
potato	881
powerline	253_268
precisely	323
president	577_688
pressure	681
prevent	194
prime	639_677_692
priority	852
process	706
protest	773
pull	821
punish	73
put	143_492
rally	764
rana	654
rate	756
rebel	60_523
rebel-held	7
recep	578
reform	747
refuse	696
regime	185
remain	68_128
report	2_260_805
repulse	550
resign	690
respect	702
respond	803
revelation	421
review	443
rio	394_825
rule	437
rural	275
russia	44_418
russian	30
russians	388
saturday	544
saudi	541_555_563
saudi-led	515
say	45_120_246_385_432_517_548_581_619
see	248
set	27_375
seven	562
several	244_758
show	146_182
single	449_453
small	15
smart	952
social	888
soldier	564
somali	779
south	280
spy	589
start	398
state	227
state-backed	423
states	838
step	481_698
still	39
strike	267
suffer	643
suggest	11
sure	457
swallow	944
syrian	6_32_118
take	390_469
tayyip	579
television	615
tell	104_136_153
tennis	814
texas	229
that	12_46_170_186_372_380_458_466_471_483_493_561_845
the	4_41_59_117_121_125_137_139_184_225_240_265_282_294_297_313_326_333_347_366_383_393_405_433_459_464_484_487_501_537_546_551_554_569_575_586_592_595_605_624_630_638_650_660_664_673_676_685_704_713_722_751_766_775_809_824_832_836_859_864_899_905_935
then	299_496
there	96
these	162_191_477
they	53_74_76_84_101_158_173_247_472_506_518_530_534_801_842_846_850_947
think	264
this	55_442
those	316
though	156
three	352
three-member	378
time	936
to	81_103_311_321_413_455_500_503_532_584_635_689_697_716_731_743_749_772_804_877_892_911
top	851
totally	206
tragedy	335
tunis	658
tunisian	631_714
turkish	576
turn	300
two	609
under	599
unemployment	755
united	837
up	28_376_499_945
urge	873
use	23_102_948
video	955
vigil	916
virus	867
visit	910
vote	646_662_730
wallace	259
want	583
water	90
way	535
we	64_67_80_86_105_110_114
week	403_610
what	238_324
when	218_410
which	357_387_397
while	781
who	57
widely	408
will	381_445
with	109_113_251_463_540
withdraw	857
without	66
witness	245
woman	56
work	310
world	897
worst	334
would	436_622
wrangle	671
wrong	207
year	353
yemen	527
yet	176
you	107_154_169_196
young	874_941
zika	866
zuhair	131
