'	34
the	8_31_37_53_66_70_74_86_109_128_135_142_153_175_213_232_308_325_336_350_355_371_381_392_396_482_487_497_500_523_530_533_561_564_571_579_596_617_629_647_663_667_677_683_690_696_750_754_758_765_794_797_801_810_813_839_873_877_880
then	231
therapist	544_572
there	477
these	853
they	238_296_347_603_857
this	456
those	250
threaten	612
time	270
times	216
to	122_158_172_174_237_248_288_290_302_345_380_513_555_589_606_613_721_773_860
transgender	791
tricky	269
truck	20
trump	119_285
try	554
tunisian	9
turn	644
twenty-year	656
two	333
two-way	845
u.	691
u.n.	397
u.s.	534_630_650_766
under	201
understand	851
underway	72
undoubtedly	479
united	356
unless	220
up	224
us	129_233
veteran	484
veterans	412
video	568
violence	126
violent	422
vote	382
wage	346
war	411_483
watched	649
week	25_334
well-documented	821
when	740
which	328_384_415
while	551_727
who	12_368_485_490_679_756
will	120_138_259_297_458
with	41_65_212_581_724
withdraw	435
within	506
would	192_244
year	746
york	215
you	258
yourselve	262
zimbabwe	409
