'	300
thankful	809
that	27_105_150_173_208_243_323_402_407_431_682_719_723_864
the	8_15_19_30_38_46_66_73_78_86_90_94_114_166_174_204_216_236_240_244_263_282_287_310_313_350_372_414_417_429_435_446_450_459_477_485_496_510_514_519_527_534_543_553_565_574_585_591_596_624_634_637_640_674_691_697_731_737_766_780_787_799
there	107_177_343_580_683
therefore	727
these	156
theses	151
they	127_258
thing	863
third-highest	781
this	140_387_390_715
though	275
through	507
time	403_706
title	777
to	14_25_129_148_192_223_235_305_331_356_476_493_505_541_571_573_605_619_628_667_696_845
today	878
too	120
torture	629_688_700
total	782
towards	655
town	39
trend	654
truce	575_597
trust	249
two	34
undergo	424
united	566_692
unusually	335
us	314_535_609
use	128_675_698
very	815
video	12_95_141
violation	583
virus	325_395
vow	304
want	618
waterboarding	677
we	162_383_411_720_728_829_833
what	850
when	220
where	836
which	498_649_753
who	671
whom	771
will	499_517_536_830_834
win	774
with	7_297_334_393_428_770
within	309
woman	328
world	524
year	35_270_299_438_757
yet	807_826
you	842_852_870
zika	324_353_394
